shoe_name,review_id,rating,sentiment_label,raw_title,raw_review_text,combined_text,clean_review_text,clean_word_count,footlocker_product_url,product_id,submission_time
Adidas 4DFWD,gen_767311779,4,positive,Highly recommend,Feels fast and responsive. Great fit right out of the box. My new go-to training shoe.,Highly recommend. Feels fast and responsive. Great fit right out of the box. My new go-to training shoe,highly recommend feels fast and responsive great fit right out of the box my new go to training shoe,19,https://runrepeat.com/adidas-4dfwd,gen_737030,2024-10-17T07:02:53.000+00:00
Adidas 4DFWD,gen_170418220,5,positive,Love these running shoes,I run to work most days and Incredible shock absorption. Great for tempo runs. Perfect for trail running. A staple in my rotation now.,Love these running shoes. I run to work most days and Incredible shock absorption. Great for tempo runs. Perfect for trail running. A staple in my rotation now,love these running shoes i run to work most days and incredible shock absorption great for tempo runs perfect for trail running a staple in my rotation now,28,https://runrepeat.com/adidas-4dfwd,gen_737030,2026-02-01T07:02:53.000+00:00
Adidas 4DFWD,gen_987440022,5,positive,Great daily trainer,Feet stay cool on hot runs. Fits true to size. Perfect for tempo work. A staple in my rotation now.,Great daily trainer. Feet stay cool on hot runs. Fits true to size. Perfect for tempo work. A staple in my rotation now,great daily trainer feet stay cool on hot runs fits true to size perfect for tempo work a staple in my rotation now,23,https://runrepeat.com/adidas-4dfwd,gen_737030,2025-11-04T07:02:53.000+00:00
Adidas 4DFWD,gen_125249143,4,positive,Excellent for long runs,Used these for a half marathon last weekend. Feet stay cool on hot runs. Fits true to size. Would buy again.,Excellent for long runs. Used these for a half marathon last weekend. Feet stay cool on hot runs. Fits true to size. Would buy again,excellent for long runs used these for a half marathon last weekend feet stay cool on hot runs fits true to size would buy again,25,https://runrepeat.com/adidas-4dfwd,gen_737030,2025-01-29T07:02:53.000+00:00
Adidas 4DFWD,gen_297261848,4,positive,Solid all-around trainer,"As a casual runner, Snappy toe-off. The cushioning is phenomenal. Perfect for 5K training. Highly recommend.","Solid all-around trainer. As a casual runner, Snappy toe-off. The cushioning is phenomenal. Perfect for 5K training. Highly recommend",solid all around trainer as a casual runner snappy toe off the cushioning is phenomenal perfect for 5k training highly recommend,21,https://runrepeat.com/adidas-4dfwd,gen_737030,2024-04-28T07:02:53.000+00:00
Adidas 4DFWD,gen_229750302,3,neutral,Decent but not perfect,"Training for my third marathon and However, feet get warm on longer efforts. Decent shoe but not without its flaws.","Decent but not perfect. Training for my third marathon and However, feet get warm on longer efforts. Decent shoe but not without its flaws",decent but not perfect training for my third marathon and however feet get warm on longer efforts decent shoe but not without its flaws,24,https://runrepeat.com/adidas-4dfwd,gen_737030,2025-05-19T07:02:53.000+00:00
Adidas 4DFWD,gen_806118596,4,positive,Great daily trainer,"As someone who runs on pavement daily, Trustworthy outsole grip. Great energy return. Perfect for 5K training.","Great daily trainer. As someone who runs on pavement daily, Trustworthy outsole grip. Great energy return. Perfect for 5K training",great daily trainer as someone who runs on pavement daily trustworthy outsole grip great energy return perfect for 5k training,20,https://runrepeat.com/adidas-4dfwd,gen_737030,2024-09-15T07:02:53.000+00:00
Adidas 4DFWD,gen_857337146,5,positive,Solid all-around trainer,Great energy return. Incredible shock absorption. Best running shoe I've owned.,Solid all-around trainer. Great energy return. Incredible shock absorption. Best running shoe I've owned,solid all around trainer great energy return incredible shock absorption best running shoe i've owned,15,https://runrepeat.com/adidas-4dfwd,gen_737030,2024-12-30T07:02:53.000+00:00
Adidas 4DFWD,gen_257238323,4,positive,Love these running shoes,"For recreational running, Snappy toe-off. Roomy toe box. Perfect for long runs. Best running shoe I've owned.","Love these running shoes. For recreational running, Snappy toe-off. Roomy toe box. Perfect for long runs. Best running shoe I've owned",love these running shoes for recreational running snappy toe off roomy toe box perfect for long runs best running shoe i've owned,22,https://runrepeat.com/adidas-4dfwd,gen_737030,2025-11-30T07:02:53.000+00:00
Adidas 4DFWD,gen_742053201,4,positive,Best running shoe I've tried,Training for my third marathon and Comfortable from mile one. Legs feel fresh even on long runs.,Best running shoe I've tried. Training for my third marathon and Comfortable from mile one. Legs feel fresh even on long runs,best running shoe i've tried training for my third marathon and comfortable from mile one legs feel fresh even on long runs,22,https://runrepeat.com/adidas-4dfwd,gen_737030,2026-01-12T07:02:53.000+00:00
Adidas 4DFWD 2,gen_264023741,5,positive,Solid all-around trainer,Training for my third marathon and Plush underfoot feel. Great ventilation. Perfect for 5K training. Highly recommend.,Solid all-around trainer. Training for my third marathon and Plush underfoot feel. Great ventilation. Perfect for 5K training. Highly recommend,solid all around trainer training for my third marathon and plush underfoot feel great ventilation perfect for 5k training highly recommend,21,https://runrepeat.com/adidas-4dfwd-2,gen_497582,2024-09-01T07:02:53.000+00:00
Adidas 4DFWD 2,gen_159453976,5,positive,Solid all-around trainer,Plush underfoot feel. Upper breathes well. Highly recommend.,Solid all-around trainer. Plush underfoot feel. Upper breathes well. Highly recommend,solid all around trainer plush underfoot feel upper breathes well highly recommend,12,https://runrepeat.com/adidas-4dfwd-2,gen_497582,2024-05-31T07:02:53.000+00:00
Adidas 4DFWD 2,gen_945450819,5,positive,My new go-to shoe,I started running 6 months ago and Really propulsive. Great ventilation. A staple in my rotation now.,My new go-to shoe. I started running 6 months ago and Really propulsive. Great ventilation. A staple in my rotation now,my new go to shoe i started running 6 months ago and really propulsive great ventilation a staple in my rotation now,22,https://runrepeat.com/adidas-4dfwd-2,gen_497582,2024-09-21T07:02:53.000+00:00
Adidas 4DFWD 2,gen_315745697,2,negative,Went back to my old pair,Replaced my old pair with these and very happy. Gets a bit harsh on pavement. Outsole wears down quickly. Going back to my old pair.,Went back to my old pair. Replaced my old pair with these and very happy. Gets a bit harsh on pavement. Outsole wears down quickly. Going back to my old pair,went back to my old pair replaced my old pair with these and very happy gets a bit harsh on pavement outsole wears down quickly going back to my old pair,31,https://runrepeat.com/adidas-4dfwd-2,gen_497582,2025-12-09T07:02:53.000+00:00
Adidas 4DFWD 2,gen_69509090,5,positive,Excellent for long runs,Just getting into running and The cushioning is phenomenal. Never slipped on my usual routes. Perfect for long runs. Would buy again.,Excellent for long runs. Just getting into running and The cushioning is phenomenal. Never slipped on my usual routes. Perfect for long runs. Would buy again,excellent for long runs just getting into running and the cushioning is phenomenal never slipped on my usual routes perfect for long runs would buy again,26,https://runrepeat.com/adidas-4dfwd-2,gen_497582,2025-12-08T07:02:53.000+00:00
Adidas 4DFWD 2,gen_59160113,3,neutral,Okay for the price,"Picked these up for marathon training and they delivered. However, runs a bit narrow. Decent shoe but not without its flaws.","Okay for the price. Picked these up for marathon training and they delivered. However, runs a bit narrow. Decent shoe but not without its flaws",okay for the price picked these up for marathon training and they delivered however runs a bit narrow decent shoe but not without its flaws,25,https://runrepeat.com/adidas-4dfwd-2,gen_497582,2024-10-13T07:02:53.000+00:00
Adidas 4DFWD 2,gen_311868505,5,positive,Excellent for long runs,Upper breathes well. The cushioning is phenomenal. Perfect for 5K training.,Excellent for long runs. Upper breathes well. The cushioning is phenomenal. Perfect for 5K training,excellent for long runs upper breathes well the cushioning is phenomenal perfect for 5k training,15,https://runrepeat.com/adidas-4dfwd-2,gen_497582,2025-12-06T07:02:53.000+00:00
Adidas 4DFWD 2,gen_730872230,5,positive,Excellent for long runs,Super comfortable for high mileage. The bounce is incredible.,Excellent for long runs. Super comfortable for high mileage. The bounce is incredible,excellent for long runs super comfortable for high mileage the bounce is incredible,13,https://runrepeat.com/adidas-4dfwd-2,gen_497582,2025-09-26T07:02:53.000+00:00
Adidas 4DFWD 2,gen_378975862,4,positive,Excellent for long runs,Comfortable from mile one. Plush underfoot feel.,Excellent for long runs. Comfortable from mile one. Plush underfoot feel,excellent for long runs comfortable from mile one plush underfoot feel,11,https://runrepeat.com/adidas-4dfwd-2,gen_497582,2026-03-08T07:02:53.000+00:00
Adidas 4DFWD 2,gen_945744432,5,positive,Love these running shoes,The bounce is incredible. Cloud-like cushioning. Highly recommend.,Love these running shoes. The bounce is incredible. Cloud-like cushioning. Highly recommend,love these running shoes the bounce is incredible cloud like cushioning highly recommend,13,https://runrepeat.com/adidas-4dfwd-2,gen_497582,2025-12-29T07:02:53.000+00:00
Adidas 4DFWD 2,gen_926647946,5,positive,Great daily trainer,Great ventilation. Feet stay cool on hot runs. Would buy again.,Great daily trainer. Great ventilation. Feet stay cool on hot runs. Would buy again,great daily trainer great ventilation feet stay cool on hot runs would buy again,14,https://runrepeat.com/adidas-4dfwd-2,gen_497582,2026-03-13T07:02:53.000+00:00
Adidas 4DFWD 2,gen_29043718,4,positive,Worth every penny,Great for tempo runs. Fits true to size. A staple in my rotation now.,Worth every penny. Great for tempo runs. Fits true to size. A staple in my rotation now,worth every penny great for tempo runs fits true to size a staple in my rotation now,17,https://runrepeat.com/adidas-4dfwd-2,gen_497582,2025-11-15T07:02:53.000+00:00
Adidas 4DFWD 2,gen_356976016,5,positive,My new go-to shoe,No break-in needed. Great traction in wet conditions. Perfect for daily trainer.,My new go-to shoe. No break-in needed. Great traction in wet conditions. Perfect for daily trainer,my new go to shoe no break in needed great traction in wet conditions perfect for daily trainer,18,https://runrepeat.com/adidas-4dfwd-2,gen_497582,2025-02-25T07:02:53.000+00:00
Adidas 4DFWD 2,gen_856451191,4,positive,My new go-to shoe,"On technical terrain, Incredible shock absorption. Solid grip on the road. Best running shoe I've owned.","My new go-to shoe. On technical terrain, Incredible shock absorption. Solid grip on the road. Best running shoe I've owned",my new go to shoe on technical terrain incredible shock absorption solid grip on the road best running shoe i've owned,21,https://runrepeat.com/adidas-4dfwd-2,gen_497582,2025-04-29T07:02:53.000+00:00
Adidas 4DFWD 2,gen_42418557,4,positive,Excellent for long runs,"As a competitive runner, Great energy return. Solid grip on the road. Perfect for recovery runs. Would buy again.","Excellent for long runs. As a competitive runner, Great energy return. Solid grip on the road. Perfect for recovery runs. Would buy again",excellent for long runs as a competitive runner great energy return solid grip on the road perfect for recovery runs would buy again,23,https://runrepeat.com/adidas-4dfwd-2,gen_497582,2025-04-28T07:02:53.000+00:00
Adidas 4DFWD 2,gen_712123738,3,neutral,Mixed feelings after 100 miles,"However, feels chunky after a few miles. Decent shoe but not without its flaws.","Mixed feelings after 100 miles. However, feels chunky after a few miles. Decent shoe but not without its flaws",mixed feelings after 100 miles however feels chunky after a few miles decent shoe but not without its flaws,19,https://runrepeat.com/adidas-4dfwd-2,gen_497582,2026-03-25T07:02:53.000+00:00
Adidas 4DFWD 2,gen_268848539,2,negative,Disappointed,"As a trail runner, A bit firm for my taste. Not enough cushioning for long runs. Going back to my old pair.","Disappointed. As a trail runner, A bit firm for my taste. Not enough cushioning for long runs. Going back to my old pair",disappointed as a trail runner a bit firm for my taste not enough cushioning for long runs going back to my old pair,23,https://runrepeat.com/adidas-4dfwd-2,gen_497582,2025-05-04T07:02:53.000+00:00
Adidas 4DFWD 2,gen_305855356,5,positive,Worth every penny,Solid grip on the road. No break-in needed. Perfect for race day.,Worth every penny. Solid grip on the road. No break-in needed. Perfect for race day,worth every penny solid grip on the road no break in needed perfect for race day,16,https://runrepeat.com/adidas-4dfwd-2,gen_497582,2026-04-21T07:02:53.000+00:00
Adidas 4DFWD 2,gen_449649072,5,positive,My new go-to shoe,Snappy toe-off. No sweaty feet. Would buy again.,My new go-to shoe. Snappy toe-off. No sweaty feet. Would buy again,my new go to shoe snappy toe off no sweaty feet would buy again,14,https://runrepeat.com/adidas-4dfwd-2,gen_497582,2024-11-19T07:02:53.000+00:00
Adidas 4DFWD 2,gen_796022201,4,positive,Excellent for long runs,I started running 6 months ago and Feels fast and responsive. Feet stay cool on hot runs. Perfect for tempo work.,Excellent for long runs. I started running 6 months ago and Feels fast and responsive. Feet stay cool on hot runs. Perfect for tempo work,excellent for long runs i started running 6 months ago and feels fast and responsive feet stay cool on hot runs perfect for tempo work,25,https://runrepeat.com/adidas-4dfwd-2,gen_497582,2025-03-30T07:02:53.000+00:00
Adidas 4DFWD 3,gen_70604735,3,neutral,Okay for the price,"However, a bit snug in the toe box. Decent shoe but not without its flaws.","Okay for the price. However, a bit snug in the toe box. Decent shoe but not without its flaws",okay for the price however a bit snug in the toe box decent shoe but not without its flaws,19,https://runrepeat.com/adidas-4dfwd-3,gen_540686,2025-06-09T07:02:53.000+00:00
Adidas 4DFWD 3,gen_182379573,3,neutral,Good not great,"Training for my third marathon and However, gets a bit harsh on pavement. Decent shoe but not without its flaws.","Good not great. Training for my third marathon and However, gets a bit harsh on pavement. Decent shoe but not without its flaws",good not great training for my third marathon and however gets a bit harsh on pavement decent shoe but not without its flaws,23,https://runrepeat.com/adidas-4dfwd-3,gen_540686,2024-12-22T07:02:53.000+00:00
Adidas 4DFWD 3,gen_351296406,4,positive,Great daily trainer,Great energy return. Very durable build. Highly recommend.,Great daily trainer. Great energy return. Very durable build. Highly recommend,great daily trainer great energy return very durable build highly recommend,11,https://runrepeat.com/adidas-4dfwd-3,gen_540686,2026-01-03T07:02:53.000+00:00
Adidas 4DFWD 3,gen_555315006,4,positive,Best running shoe I've tried,"As a competitive runner, Upper breathes well. Never slipped on my usual routes.","Best running shoe I've tried. As a competitive runner, Upper breathes well. Never slipped on my usual routes",best running shoe i've tried as a competitive runner upper breathes well never slipped on my usual routes,18,https://runrepeat.com/adidas-4dfwd-3,gen_540686,2025-12-19T07:02:53.000+00:00
Adidas 4DFWD 3,gen_686854184,4,positive,Solid all-around trainer,Feet stay cool on hot runs. No sweaty feet.,Solid all-around trainer. Feet stay cool on hot runs. No sweaty feet,solid all around trainer feet stay cool on hot runs no sweaty feet,13,https://runrepeat.com/adidas-4dfwd-3,gen_540686,2024-08-03T07:02:53.000+00:00
Adidas 4DFWD 3,gen_142454401,4,positive,Best running shoe I've tried,These have become my daily trainer. Never slipped on my usual routes. The bounce is incredible. A staple in my rotation now.,Best running shoe I've tried. These have become my daily trainer. Never slipped on my usual routes. The bounce is incredible. A staple in my rotation now,best running shoe i've tried these have become my daily trainer never slipped on my usual routes the bounce is incredible a staple in my rotation now,27,https://runrepeat.com/adidas-4dfwd-3,gen_540686,2024-12-12T07:02:53.000+00:00
Adidas 4DFWD 3,gen_86604461,4,positive,My new go-to shoe,Really propulsive. The bounce is incredible. Perfect for recovery runs. My new go-to training shoe.,My new go-to shoe. Really propulsive. The bounce is incredible. Perfect for recovery runs. My new go-to training shoe,my new go to shoe really propulsive the bounce is incredible perfect for recovery runs my new go to training shoe,21,https://runrepeat.com/adidas-4dfwd-3,gen_540686,2025-11-19T07:02:53.000+00:00
Adidas 4DFWD 3,gen_130195521,5,positive,My new go-to shoe,Legs feel fresh even on long runs. Great traction in wet conditions. Perfect for easy miles. Highly recommend.,My new go-to shoe. Legs feel fresh even on long runs. Great traction in wet conditions. Perfect for easy miles. Highly recommend,my new go to shoe legs feel fresh even on long runs great traction in wet conditions perfect for easy miles highly recommend,23,https://runrepeat.com/adidas-4dfwd-3,gen_540686,2025-09-23T07:02:53.000+00:00
Adidas 4DFWD 3,gen_906689034,3,neutral,Has its pros and cons,"However, runs a bit hot. Decent shoe but not without its flaws.","Has its pros and cons. However, runs a bit hot. Decent shoe but not without its flaws",has its pros and cons however runs a bit hot decent shoe but not without its flaws,17,https://runrepeat.com/adidas-4dfwd-3,gen_540686,2026-04-02T07:02:53.000+00:00
Adidas 4DFWD 3,gen_878123309,4,positive,Best running shoe I've tried,"As a new runner, Feels fast and responsive. Fits true to size.","Best running shoe I've tried. As a new runner, Feels fast and responsive. Fits true to size",best running shoe i've tried as a new runner feels fast and responsive fits true to size,17,https://runrepeat.com/adidas-4dfwd-3,gen_540686,2025-02-17T07:02:53.000+00:00
Adidas 4DFWD 3,gen_546272320,3,neutral,Mixed feelings after 100 miles,"However, runs a bit narrow. Decent shoe but not without its flaws.","Mixed feelings after 100 miles. However, runs a bit narrow. Decent shoe but not without its flaws",mixed feelings after 100 miles however runs a bit narrow decent shoe but not without its flaws,17,https://runrepeat.com/adidas-4dfwd-3,gen_540686,2025-09-10T07:02:53.000+00:00
Adidas 4DFWD 3,gen_378018025,4,positive,Excellent for long runs,Tried these on a recommendation and not disappointed. Great long-term value. Cloud-like cushioning.,Excellent for long runs. Tried these on a recommendation and not disappointed. Great long-term value. Cloud-like cushioning,excellent for long runs tried these on a recommendation and not disappointed great long term value cloud like cushioning,19,https://runrepeat.com/adidas-4dfwd-3,gen_540686,2024-10-23T07:02:53.000+00:00
Adidas 4DFWD 3,gen_56573740,4,positive,Love these running shoes,Legs feel fresh even on long runs. Outsole holds up really well. Perfect for easy miles. Highly recommend.,Love these running shoes. Legs feel fresh even on long runs. Outsole holds up really well. Perfect for easy miles. Highly recommend,love these running shoes legs feel fresh even on long runs outsole holds up really well perfect for easy miles highly recommend,22,https://runrepeat.com/adidas-4dfwd-3,gen_540686,2025-07-30T07:02:53.000+00:00
Adidas 4DFWD 3,gen_882010453,5,positive,Best running shoe I've tried,"As a trail runner, Snappy toe-off. Fits true to size. Perfect for easy miles.","Best running shoe I've tried. As a trail runner, Snappy toe-off. Fits true to size. Perfect for easy miles",best running shoe i've tried as a trail runner snappy toe off fits true to size perfect for easy miles,20,https://runrepeat.com/adidas-4dfwd-3,gen_540686,2025-02-15T07:02:53.000+00:00
Adidas 4DFWD 3,gen_356843718,5,positive,Excellent for long runs,Plush underfoot feel. Great for tempo runs.,Excellent for long runs. Plush underfoot feel. Great for tempo runs,excellent for long runs plush underfoot feel great for tempo runs,11,https://runrepeat.com/adidas-4dfwd-3,gen_540686,2024-06-24T07:02:53.000+00:00
Adidas 4DFWD 3,gen_384440211,3,neutral,Decent but not perfect,"Just hit 200 miles in these and loving them. However, took a few runs to break in. Decent shoe but not without its flaws.","Decent but not perfect. Just hit 200 miles in these and loving them. However, took a few runs to break in. Decent shoe but not without its flaws",decent but not perfect just hit 200 miles in these and loving them however took a few runs to break in decent shoe but not without its flaws,28,https://runrepeat.com/adidas-4dfwd-3,gen_540686,2025-11-17T07:02:53.000+00:00
Adidas 4DFWD 3,gen_720435421,4,positive,My new go-to shoe,Used these for a half marathon last weekend. Never slipped on my usual routes. Very durable build. A staple in my rotation now.,My new go-to shoe. Used these for a half marathon last weekend. Never slipped on my usual routes. Very durable build. A staple in my rotation now,my new go to shoe used these for a half marathon last weekend never slipped on my usual routes very durable build a staple in my rotation now,28,https://runrepeat.com/adidas-4dfwd-3,gen_540686,2025-12-26T07:02:53.000+00:00
Adidas 4DFWD 3,gen_255370179,5,positive,Highly recommend,I use these primarily for trail running and Feels fast and responsive. Great ventilation. Perfect for easy miles.,Highly recommend. I use these primarily for trail running and Feels fast and responsive. Great ventilation. Perfect for easy miles,highly recommend i use these primarily for trail running and feels fast and responsive great ventilation perfect for easy miles,20,https://runrepeat.com/adidas-4dfwd-3,gen_540686,2026-02-04T07:02:53.000+00:00
Adidas 4DFWD 3,gen_870853160,3,neutral,Mixed feelings after 100 miles,"I run 50+ miles a week and However, feet get warm on longer efforts. Decent shoe but not without its flaws.","Mixed feelings after 100 miles. I run 50+ miles a week and However, feet get warm on longer efforts. Decent shoe but not without its flaws",mixed feelings after 100 miles i run 50 miles a week and however feet get warm on longer efforts decent shoe but not without its flaws,26,https://runrepeat.com/adidas-4dfwd-3,gen_540686,2024-05-22T07:02:53.000+00:00
Adidas 4DFWD 3,gen_214469264,4,positive,Great daily trainer,Tried these on a recommendation and not disappointed. Still going strong after 300 miles. Great for tempo runs. Best running shoe I've owned.,Great daily trainer. Tried these on a recommendation and not disappointed. Still going strong after 300 miles. Great for tempo runs. Best running shoe I've owned,great daily trainer tried these on a recommendation and not disappointed still going strong after 300 miles great for tempo runs best running shoe i've owned,26,https://runrepeat.com/adidas-4dfwd-3,gen_540686,2024-12-07T07:02:53.000+00:00
Adidas Adistar,gen_388687210,5,positive,Solid all-around trainer,Just hit 200 miles in these and loving them. Trustworthy outsole grip. Comfortable from mile one. Perfect for recovery runs. Would buy again.,Solid all-around trainer. Just hit 200 miles in these and loving them. Trustworthy outsole grip. Comfortable from mile one. Perfect for recovery runs. Would buy again,solid all around trainer just hit 200 miles in these and loving them trustworthy outsole grip comfortable from mile one perfect for recovery runs would buy again,27,https://runrepeat.com/adidas-adistar,gen_217558,2025-05-09T07:02:53.000+00:00
Adidas Adistar,gen_863267423,5,positive,Excellent for long runs,Just hit 200 miles in these and loving them. Upper breathes well. Great energy return. Perfect for long runs. A staple in my rotation now.,Excellent for long runs. Just hit 200 miles in these and loving them. Upper breathes well. Great energy return. Perfect for long runs. A staple in my rotation now,excellent for long runs just hit 200 miles in these and loving them upper breathes well great energy return perfect for long runs a staple in my rotation now,29,https://runrepeat.com/adidas-adistar,gen_217558,2025-08-19T07:02:53.000+00:00
Adidas Adistar,gen_77751162,3,neutral,Has its pros and cons,"My go-to for easy days and long runs. However, gets a bit harsh on pavement. Decent shoe but not without its flaws.","Has its pros and cons. My go-to for easy days and long runs. However, gets a bit harsh on pavement. Decent shoe but not without its flaws",has its pros and cons my go to for easy days and long runs however gets a bit harsh on pavement decent shoe but not without its flaws,28,https://runrepeat.com/adidas-adistar,gen_217558,2025-03-04T07:02:53.000+00:00
Adidas Adistar,gen_311840939,3,neutral,Good not great,"First run in these felt immediately comfortable. However, size up if you have wide feet. Decent shoe but not without its flaws.","Good not great. First run in these felt immediately comfortable. However, size up if you have wide feet. Decent shoe but not without its flaws",good not great first run in these felt immediately comfortable however size up if you have wide feet decent shoe but not without its flaws,25,https://runrepeat.com/adidas-adistar,gen_217558,2025-05-05T07:02:53.000+00:00
Adidas Adistar,gen_683232954,4,positive,Best running shoe I've tried,"As someone who runs on pavement daily, Never slipped on my usual routes. The bounce is incredible. Perfect for trail running. My new go-to training shoe.","Best running shoe I've tried. As someone who runs on pavement daily, Never slipped on my usual routes. The bounce is incredible. Perfect for trail running. My new go-to training shoe",best running shoe i've tried as someone who runs on pavement daily never slipped on my usual routes the bounce is incredible perfect for trail running my new go to training shoe,32,https://runrepeat.com/adidas-adistar,gen_217558,2025-06-03T07:02:53.000+00:00
Adidas Adistar,gen_346091687,3,neutral,Decent but not perfect,"However, gets a bit harsh on pavement. Decent shoe but not without its flaws.","Decent but not perfect. However, gets a bit harsh on pavement. Decent shoe but not without its flaws",decent but not perfect however gets a bit harsh on pavement decent shoe but not without its flaws,18,https://runrepeat.com/adidas-adistar,gen_217558,2025-09-13T07:02:53.000+00:00
Adidas Adistar,gen_218236440,4,positive,Solid all-around trainer,Upper breathes well. No sweaty feet.,Solid all-around trainer. Upper breathes well. No sweaty feet,solid all around trainer upper breathes well no sweaty feet,10,https://runrepeat.com/adidas-adistar,gen_217558,2025-06-23T07:02:53.000+00:00
Adidas Adistar,gen_766450258,2,negative,Not worth it,I use these primarily for trail running and Expected more at this price. Upper shows wear quickly. Disappointed overall.,Not worth it. I use these primarily for trail running and Expected more at this price. Upper shows wear quickly. Disappointed overall,not worth it i use these primarily for trail running and expected more at this price upper shows wear quickly disappointed overall,22,https://runrepeat.com/adidas-adistar,gen_217558,2025-07-16T07:02:53.000+00:00
Adidas Adistar,gen_536706059,4,positive,Love these running shoes,Super comfortable for high mileage. Outsole holds up really well. Perfect for marathon training. Would buy again.,Love these running shoes. Super comfortable for high mileage. Outsole holds up really well. Perfect for marathon training. Would buy again,love these running shoes super comfortable for high mileage outsole holds up really well perfect for marathon training would buy again,21,https://runrepeat.com/adidas-adistar,gen_217558,2024-12-28T07:02:53.000+00:00
Adidas Adistar,gen_346352094,5,positive,Solid all-around trainer,Just getting into running and The bounce is incredible. Comfortable from mile one. Perfect for marathon training. Best running shoe I've owned.,Solid all-around trainer. Just getting into running and The bounce is incredible. Comfortable from mile one. Perfect for marathon training. Best running shoe I've owned,solid all around trainer just getting into running and the bounce is incredible comfortable from mile one perfect for marathon training best running shoe i've owned,26,https://runrepeat.com/adidas-adistar,gen_217558,2026-02-06T07:02:53.000+00:00
