shoe_name,url,positive_text,negative_text
Adidas Adizero Adios Pro 3,https://runrepeat.com/adidas-adizero-adios-pro-3,"Who should buy: The Adidas Adizero Adios Pro 3 is an excellent pick for any race from a short 5K to the marathon. It is designed for midfoot or forefoot strikers looking for a reliable racing shoe for upcoming races spanning from the 5K to the marathon, runners on the hunt for a top-tier racing shoe that offers stability without the lateral wobble often found in racing models, and fans of the Adios Pro series with wide feet who need enhanced stability and felt the previous editions too narrow. It also excels in interval training thanks to its long-lasting outsole and durable midsole. Pros: Supreme stability in a supershoe, world-class energy return and cushioning, feather-light and agile, a dream come true for marathoners, wonderful breathability, top-notch grip even in wet conditions, outstanding outsole durability, accommodates wide feet.","Who should not buy: Diehard fans of the Adizero Adios Pro 2.0 may want to stick with their current model rather than upgrade because version 3 is significantly wider and caters more to midfoot strikers, while version 2 suits heel strikers better due to its high drop. Those with a preference for extremely plush racing shoes might also find the Adios Pro 3 disappointing because it feels somewhat firmer than competitors like the Nike Alphafly 2 or Saucony Endorphin Pro 3. Cons: Risk of heel slippage, lacing can be tricky, not suited for heel strikers."
Adidas Adizero Adios Pro 4,https://runrepeat.com/adidas-adizero-adios-pro-4,"Who should buy: The highly anticipated Adios Pro 4 is an ideal choice for runners who found the Adios Pro 3 too firm, disliked its upper, or struggled with its heel lockdown, anyone in need of a responsive-and-grippy super shoe that excels across every race distance from 5K to marathons, midfoot and forefoot strikers looking for a plush super shoe, and runners who prefer a more flexible racing shoe over ultra-stiff options. Pros: Softer and bouncier Lightstrike Pro foam, maintains the same price, no more heel slippage, versatile from 5K to marathon distances, durable outsole with outstanding grip, fantastic for midfoot and forefoot strikers, improved for faster runners, comfortable gusseted tongue, lighter than Adios Pro 3.","Who should not buy: The Adios Pro 4 introduces some drawbacks worth considering. The fit now features a tapered toebox design that sacrifices the wide-foot comfort of the Adios Pro 3, so runners concerned about that may prefer the Nike Alphafly 3. Heel strikers may find the Adios Pro 4 really unstable due to its exceptionally narrow heel and may be better off with the Saucony Endorphin Pro 4. For runners who find the price or stiffness of traditional super shoes off-putting, the Adidas Adizero EVO SL is a smarter choice. Cons: Unstable for every heel striker, narrow tapered toebox, upper lacks breathability, midsole loses bounce quicker than AP3."
Adidas Adizero Adios Pro Evo 2,https://runrepeat.com/adidas-adizero-adios-pro-evo-2,"Who should buy: Based on our testing of the Adidas Adizero Adios Pro Evo 2, we think it works well for those who do not worry about budget and simply want Adidas’ latest hypershoe, marathoners who want an extremely lightweight shoe and prioritize grams above all else, and runners who benefit from a strong forefoot rocker and feel more efficient with this geometry. Pros: Insanely lightweight; fast and responsive; aggressive, efficient rocker; breathable, paper-thin upper; feels incredible at faster paces; specifically built for the marathon distance; uncompressed Lightstrike Pro Evo foam; ideal for midfoot and forefoot strikers.","Who should not buy: In our view the insane price of the Adios Pro Evo 2 makes no sense for 99.9% of runners, even if the tech behind the shoe looks impressive. We believe there are better choices which deliver similar or even better performance at a lower cost. From our perspective the limited durability also turns this ultra-premium, race-only model into a tough sell, and we think it’s not the best choice when other shoes strike a smarter balance of cost, longevity and performance. Cons: Crazy high price; extremely narrow toebox; low durability; we expected a bit more bounce!"
Adidas Adizero Boston 11,https://runrepeat.com/adidas-adizero-boston-11,"Who should buy: Consider choosing the Adidas Adizero Boston 11 if you struggle with stability and need a shoe that can handle a wide range of paces, are looking for a durable shoe that can handle races and don't mind it being heavier than racing shoes, and seek a cushioned-yet-firm ride for long-distance training sessions. Pros: Very stable for being a high-stack shoe; excellent grip; breathable upper; versatile for different workouts; protective underfoot; extremely durable outsole; made with recycled materials; attractive design.","Who should not buy: If you prefer plush or even moderately soft foams, we suggest staying away from the Boston 11. The same advice goes for those in search of flexible running shoes, as this one leans towards firmness and rigidity with its Energyrods. For moderate-to-slow paces, consider a fast-and-light daily trainer that comfortably handles a wide range of speeds; if a flexible tempo trainer is what you're after, this may not be your match. Cons: Definitely stiff and firm; long breaking-in period."
Adidas Adizero Boston 12,https://runrepeat.com/adidas-adizero-boston-12,"Who should buy: The upgraded Adidas Adizero Boston 12 is a truly impressive shoe, and here's who we think will love it the most: midfoot-to-forefoot strikers looking for a training partner with outstanding grip; those who are fans of the Boston series but felt let down by the heavier weight of versions 10 and 11; and any runner in need of a versatile shoe that can handle all sorts of training runs, regardless of how fast or long they might be. Pros: Delivers a fun ride; lighter than versions 10 and 11; handles both slow and fast paces with ease; wide toebox; durable and grippy Continental outsole; even more Lightstrike Pro superfoam; improved stability due to a broader base; fantastic for midfoot-to-forefoot strikers.","Who should not buy: If you're in the market for a soft, flexible running experience, we believe the Boston 12 might not be your shoe. While it's softer than its predecessor, it still delivers a somewhat firm and stiff feel underfoot. We also think there are better options if you plan to use the shoe for pure racing or track workouts. It's a bit too heavy for those purposes, and if budget isn't a concern there may be superior picks; if you're looking for a budget-friendly shoe for fast runs or short races, there are other options to consider. Cons: Upper durability falls short; tongue and heel could benefit from extra padding; heel strikers might prefer v11."
Adidas Adizero Boston 13,https://runrepeat.com/adidas-adizero-boston-13,"Who should buy: After testing the Adizero Boston 13 to its limits, we can recommend it for all runners who enjoyed the Boston 12, as it’s a similar ride with a lighter build, better upper, and improved comfort; midfoot and forefoot strikers needing a stiff shoe that works wonders for tempo runs and the occasional race; and fans of Adidas super shoes looking for a solid training partner that won’t empty their wallets. Pros: Keeps losing weight; midfoot-friendly geometry; more Lightstrike Pro; breathable upper; redesigned heel counter improves lockdown; outsole grips well and lasts forever; stellar value for a supertrainer; ideal for tempo workouts.","Who should not buy: The carbon-based Energy Rods 2.0 make this shoe stiff, and definitely not for runners who dislike that rigid, plate-like feel. We also believe heel strikers looking for extra rearfoot stability won’t enjoy the Boston 13. Lastly, the tapered toebox may cause discomfort on long runs, and some runners may want more room for their toes. Cons: Narrow heel limits stability; pointy toebox restricts toe splay; still too much Lightstrike 2.0?"
Adidas Adizero EVO SL,https://runrepeat.com/adidas-adizero-evo-sl,"Who should buy: Despite its limited early release, we managed to buy a pair of the Adizero EVO SL, and after dissecting it and testing every detail, we recommend it for beginners wanting a do-it-all shoe for training and racing that offers reliable performance at an unbeatable price, anyone seeking a speedy, durable and fun training partner, runners who dislike carbon plates but crave world-class performance and grip, and those searching for a versatile shoe with premium foam without breaking the bank. Pros: 100% Lightstrike Pro superfoam; exceptional value-to-performance ratio; low weight; ultra-breathable upper; unmatched versatility; agile and fun ride; handles short and long runs with ease; striking Evo 1-inspired aesthetics.","Who should not buy: The EVO SL impressed us in many ways, but we think it’s not the best choice for runners with stability concerns. Its narrow midsole and lack of support make it unsuitable for those needing even mild support. Additionally, we know this shoe won’t satisfy runners seeking the sensation of a plate, since the EVO SL is designed for a more natural ride. Finally, the limited early release by Adidas might make it impossible to spend your money on this shoe, and if it’s unavailable but you’re seeking a similar experience, you may need alternatives. Cons: Poor-quality laces; short, non-gusseted tongue; toebox durability."
Adidas Adizero EVO SL ATR,https://runrepeat.com/adidas-adizero-evo-sl-atr,"Who should buy: In our opinion, the Adizero EVO SL ATR suits perfectly fans of the Adizero EVO SL who struggled with its poor grip and protection in wet conditions, runners who liked the original model but wanted more confidence beyond perfectly paved roads, anyone looking for a cold-ready daily trainer with very high energy return that still comes at a reasonable price, and runners in cold climates who want one shoe for everyday runs and daily use without giving up speed or performance. Pros: Impressive energy return and shock absorption; premium-quality laces, finally; top traction thanks to updated Conti rubber; ideal for winter training and cold conditions; water-repellent upper; still delivers insane value; works well across a wide mix of surfaces; versatile for many paces; feels a bit more stable than the regular edition.","Who should not buy: We’ve observed that the EVO SL ATR’s heat-trapping upper works great in winter, but we do not recommend it for warm weather. In our experience, the low airflow becomes uncomfortable fast. We’re under the impression that the ATR label can be misleading for some runners, and we think it’s not the best choice for serious trail running, as the shallow-lug outsole only suits very mild paths. Cons: Noticeably heavier than the regular EVO SL; virtually no ventilation; significantly reduced flexibility; limited heel stability."
Adidas Adizero Prime X 2 Strung,https://runrepeat.com/adidas-adizero-prime-x-2-strung,"Who should buy: We've concluded that the Adidas Adizero Prime X 2 Strung is an outstanding choice for those who enjoyed the fun and bouncy ride of the original Prime X but felt it too unstable, as this update delivers enhanced support; marathoners unconcerned with World Athletics regulations who prioritize ultimate cushioning and technology regardless of cost and rules; and anyone with at least $300 in the bank to invest in top-tier engineering, since we’re convinced the technology behind the upper, midsole, and outsole make this shoe a real masterpiece. Pros: Amazing Strung upper; impressive durability; rule-breaker cushioning; integrated dual carbon plates; top energy return; exceptional Continental outsole; wonderful for long distance training; stability exceeds expectations; superior build quality; screams innovation.","Who should not buy: The Prime X 2 Strung really showcases what Adidas is capable of, but it's a double-edged sword because of its high weight. It's clear for us that this shoe isn't the best choice for short races, and we're hesitant to recommend it even for half or full marathons. For a thrilling and unique running experience, some may prefer other models that offer a similar ride with much less bulk. Moreover, the steep price tag of the Prime X 2 Strung may deter many runners, and there are better choices out there for those seeking a max-cushioned running shoe. Cons: Simply too heavy; exorbitantly priced at $300; less exhilarating than v1."
Adidas Adizero Prime X3 STRUNG,https://runrepeat.com/adidas-adizero-prime-x3-strung,"Who should buy: We recommend the Adidas Adizero Prime X3 STRUNG for runners with plenty of room in the budget who want a shoe loaded with next-level foam and cutting-edge tech, Adidas fans looking for the brand’s top-tier innovation all wrapped into one model, those chasing a maximalist shoe with sky-high shock absorption and energetic bounce, and loyalists of the Prime X who felt the second version lost its spark, because this one brings back a bit of v1's magic but with a calmer, more stable ride. Pros: Excellent shock absorption; fantastic bounce from new Lightstrike Pro foam; fits better than v2; innovative tech and design from heel to toe; STRUNG upper is just awesome; works well on any season; skyscraper-like stack height; a total blast if it suits you; breathable upper.","Who should not buy: We think the Prime X3 STRUNG falls short as a race-day option, and most carbon-plated super shoes offer similar shock absorption in a lighter, more race-ready build. Additionally, we believe that even as a high-tech super trainer, the price tag will be too high for most. With other options delivering similar performance at a much lower cost, the Prime X3 feels like a niche pick that only makes sense if price isn't a concern at all. Cons: Crazy expensive; heavier than all supershoes; heel strikers may feel unstable; too stiff for easy days."
Adidas Adizero SL,https://runrepeat.com/adidas-adizero-sl,"Who should buy: In our view, the Adidas Adizero SL is an excellent choice for beginners embarking on their running journey and seeking an all-rounder, individuals who find the Pegasus too narrow and desire a wider alternative, and runners who appreciate firmer midsoles and need a durable running shoe. Pros: Spacious upper; durable outsole; highly breathable mesh; surprisingly light; stable for being a neutral daily trainer; great value; suitable for track workouts.","Who should not buy: If a soft, cloud-like midsole is your thing, steer clear of the Adizero SL because it's on the firmer side. For heel strikers who require added stability, this shoe might not work out either, because it's just too narrow. Cons: Lightstrike feels like a brick; low energy return in the heel; heel is extremely narrow."
Adidas Adizero SL2,https://runrepeat.com/adidas-adizero-sl2,"Who should buy: We're impressed with the Adizero SL2, and we believe it's a great pick for anyone seeking a lightweight running shoe versatile enough for any kind of run, including track workouts; fans of the original SL2 who crave a more responsive midsole without sacrificing the beloved fit and affordability; and neutral runners who prioritize speed and agility over stability in their daily running shoe. Pros: Lightweight; enhanced with more Lightstrike Pro superfoam; suits various running paces; can double as a racer for beginners; spacious fit; highly breathable; excellent value; surprisingly plush upper; grippy even in rain.","Who should not buy: We do not recommend the Adidas Adizero SL2 for those in search of a maximalist daily trainer with ample cushioning, particularly heavier runners. Additionally, the SL2’s midsole might let down runners expecting full-length Lightstrike Pro, and those users may prefer alternatives that deliver exactly that. Cons: Tongue design needs enhancement; outsole durability; not very stable; not the best for heel strikers."
Adidas Adizero Takumi Sen 10,https://runrepeat.com/adidas-adizero-takumi-sen-10,"Who should buy: Midfoot and forefoot strikers will find its massive energy return and aggressive grip perfect for shaving seconds off all 5K and 10K races. Track enthusiasts will appreciate the spike-like feel—close to the ground and highly responsive—yet with enhanced leg protection. Admirers of the Takumi Sen legacy will be pleased too, as the 10th edition maintains its hallmark attributes—it’s lightweight, narrow, and built for speed. Pros: Lightweight; Awesome for 5K/10K races; Responsive Lightstrike Pro midsole; Breathable engineered mesh; Loves to go fast; Awesome for track workouts; Continental rubber; Amazing at taking corners; Recycled materials in the upper.","Who should not buy: The Takumi Sen 10 is not suited for rearfoot strikers or those with wider feet—it has a super-narrow heel and a cramped toebox and we found the heel stability lacking, which might pose a problem for many runners. We also think the Takumi Sen 10 has an suboptimal cushioning-to-weight ratio, and runners looking for substantial foam underfoot will find better options in pricier models. Cons: Not for heel strikers; Durability concerns; Extremely cramped fit."
Adidas Adizero Takumi Sen 11,https://runrepeat.com/adidas-adizero-takumi-sen-11,"Who should buy: A solid choice for long-time fans of the Takumi Sen line. Perfect for midfoot and forefoot strikers doing track workouts, short intervals, and fast road sessions. An excellent super shoe option for lightweight runners, especially women, who do not need or want a max-stack racing shoe. Pros: Exceptionally fast feel; Perfect for 5K and 10K races; Elite-level energy return; Excellent upper durability; Competitive price; Stays true to the Takumi Sen DNA; Great match for lightweight runners; Outstanding grip.",Who should not buy: We think the Takumi Sen 11 is not the best choice for marathon runners because of its low stack height. We also believe the low airflow can be a problem for some runners and do not recommend it if your feet get hot easily. Cons: Very limited heel stability; Not for beginners; Low breathability; Maybe a bit heavy for 2026 standards.
Adidas Alphabounce+,https://runrepeat.com/adidas-alpha-bounce,"Who should buy: Beginner runners looking for a neutral road shoe. Casual runners who want a versatile shoe that’s stylish and comfy enough for day to day use as well occasional easy runs or gym days. Sustainably minded individuals who will appreciate the use of recycled materials in the shoe’s upper. Pros: Great impact protection; Bounce midsole foam at the heel provides a premium feeling ride; Good for walking, gym days, as well as easy runs; Remarkably stable underfoot; Grippy and durable outsole; Budget friendly; Stylish and sustainable design.",Who should not buy: The Alphabounce+ is prohibitively heavy when attempting anything beyond an easy and short run. The shoe also has only average airflow and will feel quite toasty during runs on warmer days. Cons: Very heavy for a road shoe; Breathability could be better; Tapered toebox; Lacking in upper durability.
Adidas Duramo 10,https://runrepeat.com/adidas-duramo-10,"Who should buy: Everyday runners who want a cheap running shoe that puts comfort at the forefront. Daily trainers for short to long miles on the road. Runners who need a versatile shoe for runs, all-day wear, walks, and gym training. Pros: Comfy for all-day wear; Lightweight for its kind; Stable even during sharp turns; Breezy on warm days; Perfect for beginners; Can handle gym training; Durable for the price; Soft upper; Affordable; Eco-friendly upper.","Who should not buy: Runners with wide feet may need a break-in period, and runners wanting a springy ride for faster efforts should look elsewhere. Cons: Break-in period for wide feet; Lacks spring for fast runs."
Adidas Duramo Speed,https://runrepeat.com/adidas-duramo-speed,"Who should buy: Beginners looking for their first running shoe that blends performance with durability. Runners who need a lightweight shoe with a spacious upper. Marathoners searching for a low-drop, cost-effective workhorse for racking up the miles. Pros: Awesome value; Ideal for midfoot strikers; Well-cushioned; Excellent breathability; Durable outsole; Lightweight; Spacious toebox; Surprisingly grippy.","Who should not buy: The Duramo Speed features a 6.0-mm drop, which might not cater well to those who prefer high-drop shoes with over 8 mm of offset. For those with narrow feet, the Duramo Speed might not be the best fit. Cons: Somewhat limited versatility; Lacing system; Suboptimal for heel strikers; Lacks bounce."
Adidas Duramo Speed 2,https://runrepeat.com/adidas-duramo-speed-2,"Who should buy: Budget-focused runners who want a lightweight build and a durable outsole. Fans of the first Duramo Speed who want a safe, familiar update with small refinements. Beginners running shorter distances who need a simple, reliable shoe at a low cost. Pros: Very affordable price; Lightweight build; Durable outsole; Solid traction on dry and wet surfaces; Big reflective elements; Stable for midfoot and forefoot strikers; Can be used for daily runs or tempo runs; Ideal for beginners.","Who should not buy: The Duramo Speed 2 comes at a low price, but its energy return is clearly limited and runners who care about bounce may want something else. Runners planning to use it as a daily trainer may prefer a more durability-ready upper with greater vertical room in the toebox. Cons: Very low energy return; Not much shock absorption in the forefoot; Upper durability should be better; Limited heel stability."
Adidas Fluidflow 2.0,https://runrepeat.com/adidas-fluidflow-20,"Who should buy: Beginner and casual runners looking for a catch-all exercise shoe. Runners looking for a shoe on a low budget. Neutral pronators who don’t require additional arch support. Pros: Bounce midsole mimics ride of more premium foams; Extremely durable for a budget shoe; Spacious toebox for wide feet; Generously padded for comfort; Suitable for running, walking, and indoor workouts; Subtle and stylish look for casual use; Wallet-friendly.","Who should not buy: Serious runners looking for a speedier daily shoe, flat-footed runners who need stability features, and heel strikers who want more rearfoot cushioning should look elsewhere. Cons: Could be lighter; Limited arch support for flat feet; Squeaky outsole; Runs warm."
Adidas Galaxy 6,https://runrepeat.com/adidas-galaxy-6,Who should buy: Budget-conscious runners who crave a well-cushioned and stable shoe. Runners who want the softest ride in a budget-friendly Adidas shoe. Runners with wide feet. Pros: Ideal for wide feet; Well-padded midsole; Comfortable upper material; Suitable for winter runs; Stable; Great for beginners; Ideal for easy runs; Excellent value.,"Who should not buy: If heavy shoes aren't your thing, avoid the Galaxy 6 because it can feel like you're dragging your feet when you try to pick up the pace. Runners living in warmer climates might also want to pass because its breathability is one of the poorest tested. Cons: Subpar breathability; Excessively heavy; Poor traction."
Adidas Hyperboost Edge,https://runrepeat.com/adidas-hyperboost-edge,"Who should buy: Runners who want massive cushioning with strong energy return for long runs. Runners who worry about outsole durability in super trainers and prefer full-length rubber coverage. Runners who love the Ultraboost line and are ready for the next step. Runners who prefer one versatile shoe for everything: short runs, long efforts, and even race day. Pros: Bouncy Hyperboost Pro foam; Massive shock absorption; A real state-of-the-art super trainer; Superior traction + full-length coverage; Excellent durability overall; Comfortable Primeweave upper; Feels agile compared to most competitors; Lightweight for its size; Ideal for long runs and even marathons.",Who should not buy: The price of the Hyperboost Edge may feel high for many runners and it’s not the best choice if you’re looking for strong value for the money. It is also not recommended for runners who need extra toe space because its tapered toebox creates a race-snug fit that won’t suit wider feet. Cons: Limited breathability; Aesthetics may not appeal to everyone; Late forefoot rocker may feel awkward for some; Potential ankle rubbing from stiff upper.
Adidas Pureboost 23,https://runrepeat.com/adidas-pureboost-23,"Who should buy: Beginners seeking a versatile option that effortlessly transitions between a running shoe and a cozy sneaker. Heel strikers on the hunt for a shoe featuring a plush yet thin midsole, complemented by a wide upper. Adidas enthusiasts who love the Boost technology and don't mind the additional weight. Pros: Breathable and comfortable upper; Doubles as a casual shoe or gym companion; Spacious toebox; Crafted for heel strikers; Performs excellently in cold weather; Remarkably stable, even at easy paces; Full-length plush Boost midsole; Excellent energy return.","Who should not buy: Advanced runners may want to explore other alternatives because the Pureboost 23 falls short in terms of cushioning and responsiveness. The Pureboost 23 also has a substantial heel-to-toe drop, making it a bad choice for forefoot strikers. Cons: Insufficient shock absorption; Excessively heavy considering its low stack height; Makes no sense for forefoot strikers; Poor grip."
Adidas Pureboost 5,https://runrepeat.com/adidas-pureboost-5,"Who should buy: Those who want to skip the Ultraboost price tag but still want the same new foam and Adidas design DNA. Heel strikers needing a durable, feather-light daily trainer with a stable rearfoot. New runners starting their journey who want a gym-and-commute-friendly shoe that blends some performance and everyday comfort. Pros: Features the new Light Boost foam; Breathable upper; Spacious toebox vs. most competitors; Ideal for heel strikers; Much lighter than Pureboost 23; Solid durability; Semi-gusseted tongue offers top lockdown; Flexible build suits casual use; Reflective elements.","Who should not buy: The Adidas Pureboost 5 is a daily trainer with a slightly lower stack height, which might not appeal to runners chasing a maximalist feel. The Light Boost foam may also come off as firm if you’re craving a softer, sink-in sensation. Cons: Low toebox height; Not for long runs; Angled heel design not for everyone."
Adidas Questar,https://runrepeat.com/adidas-questar,"Who should buy: Affordable trainer for beginners and occasional runners. A road running shoe cushy for easy days, jogging, and long walks. A breathable shoe for summer runs. Pros: Comfy for recovery days; Excellent walking shoe; Soft upper; Breathable for summer runs; Perfect for beginners; Affordable price; Upper made with recycled plastic.",Who should not buy: Runners with wide feet or runners who want an easier step-in may want a different option. Cons: A no-no for wide feet; Hard to put on for some.
