shoe_name,review_id,rating,sentiment_label,raw_title,raw_review_text,combined_text,clean_review_text,clean_word_count,footlocker_product_url,product_id,submission_time
Adidas Dame 9,gen_204619638,4,positive,Highly recommend,Really happy with this purchase. And good traction on clean courts. Solid responsiveness. Cushioning is insane. Ordered my normal size and it fits perfectly. Lockdown is excellent. One of my favorite basketball shoes.,Highly recommend. Really happy with this purchase. And good traction on clean courts. Solid responsiveness. Cushioning is insane. Ordered my normal size and it fits perfectly. Lockdown is excellent. One of my favorite basketball shoes,highly recommend really happy with this purchase and good traction on clean courts solid responsiveness cushioning is insane ordered my normal size and it fits perfectly lockdown is excellent one of my favorite basketball shoes,35,https://runrepeat.com/adidas-dame-9,gen_371175,2026-01-01T06:52:05.000+00:00
Adidas Dame 9,gen_707442034,4,positive,Highly recommend,Been wearing these for a few months now. Excellent lateral containment. Strong impact protection. Locks in on hardwood. Stays locked through cuts. Best shoe I've played in this year.,Highly recommend. Been wearing these for a few months now. Excellent lateral containment. Strong impact protection. Locks in on hardwood. Stays locked through cuts. Best shoe I've played in this year,highly recommend been wearing these for a few months now excellent lateral containment strong impact protection locks in on hardwood stays locked through cuts best shoe i've played in this year,31,https://runrepeat.com/adidas-dame-9,gen_371175,2026-04-07T06:52:05.000+00:00
Adidas Dame 9,gen_407977993,5,positive,secure lockdown,Been playing for 15 years and Plus a fit that works well for wide feet. Secure lockdown. Could be lighter. Fits true to size. Lockdown is excellent.,secure lockdown. Been playing for 15 years and Plus a fit that works well for wide feet. Secure lockdown. Could be lighter. Fits true to size. Lockdown is excellent,secure lockdown been playing for 15 years and plus a fit that works well for wide feet secure lockdown could be lighter fits true to size lockdown is excellent,29,https://runrepeat.com/adidas-dame-9,gen_371175,2025-07-25T06:52:05.000+00:00
Adidas Dame 9,gen_54670750,5,positive,Love these shoes,Plus a fit that works well for wide feet. Secure lockdown. Locks in on hardwood. Fits true to size. One of my favorite basketball shoes.,Love these shoes. Plus a fit that works well for wide feet. Secure lockdown. Locks in on hardwood. Fits true to size. One of my favorite basketball shoes,love these shoes plus a fit that works well for wide feet secure lockdown locks in on hardwood fits true to size one of my favorite basketball shoes,28,https://runrepeat.com/adidas-dame-9,gen_371175,2026-02-23T06:52:05.000+00:00
Adidas Dame 9,gen_678359494,5,positive,Best on the court,Solid responsiveness. Its very stable platform. Impact protection is top notch. Fits true to size. Lockdown is excellent.,Best on the court. Solid responsiveness. Its very stable platform. Impact protection is top notch. Fits true to size. Lockdown is excellent,best on the court solid responsiveness its very stable platform impact protection is top notch fits true to size lockdown is excellent,22,https://runrepeat.com/adidas-dame-9,gen_371175,2025-08-25T06:52:05.000+00:00
Adidas Dame 9,gen_426399318,5,positive,Great basketball shoe,"Compared to my other pairs, Its very stable platform. Excellent lateral containment. Traction is elite. Ordered my normal size and it fits perfectly. One of my favorite basketball shoes.","Great basketball shoe. Compared to my other pairs, Its very stable platform. Excellent lateral containment. Traction is elite. Ordered my normal size and it fits perfectly. One of my favorite basketball shoes",great basketball shoe compared to my other pairs its very stable platform excellent lateral containment traction is elite ordered my normal size and it fits perfectly one of my favorite basketball shoes,32,https://runrepeat.com/adidas-dame-9,gen_371175,2025-09-25T06:52:05.000+00:00
Adidas D.O.N. Issue #6,gen_316608112,4,positive,Best on the court,"Compared to my other pairs, A lightweight feel. Breathable construction. Traction is elite. Lockdown is excellent.","Best on the court. Compared to my other pairs, A lightweight feel. Breathable construction. Traction is elite. Lockdown is excellent",best on the court compared to my other pairs a lightweight feel breathable construction traction is elite lockdown is excellent,20,https://runrepeat.com/adidas-don-issue-6,gen_763797,2024-10-03T06:52:05.000+00:00
Adidas D.O.N. Issue #6,gen_887410614,4,positive,Love these shoes,Solid impact protection. Breathable construction. Great underfoot feel. Highly recommend.,Love these shoes. Solid impact protection. Breathable construction. Great underfoot feel. Highly recommend,love these shoes solid impact protection breathable construction great underfoot feel highly recommend,13,https://runrepeat.com/adidas-don-issue-6,gen_763797,2026-01-18T06:52:05.000+00:00
Adidas D.O.N. Issue #6,gen_697435098,5,positive,comfort,My kid loves these shoes. Good support. Breathable construction. Never slipped once. Sizing is spot on. Highly recommend.,comfort. My kid loves these shoes. Good support. Breathable construction. Never slipped once. Sizing is spot on. Highly recommend,comfort my kid loves these shoes good support breathable construction never slipped once sizing is spot on highly recommend,19,https://runrepeat.com/adidas-don-issue-6,gen_763797,2025-12-29T06:52:05.000+00:00
Adidas D.O.N. Issue #6,gen_738835137,5,positive,Worth it,Good support. Solid impact protection. Great grip on the court. Sizing is spot on.,Worth it. Good support. Solid impact protection. Great grip on the court. Sizing is spot on,worth it good support solid impact protection great grip on the court sizing is spot on,16,https://runrepeat.com/adidas-don-issue-6,gen_763797,2026-03-13T06:52:05.000+00:00
Adidas D.O.N. Issue #6,gen_971665940,4,positive,Highly recommend,Bought these after my old pair died. Comfort. A lightweight feel. Responsive cushioning. Fits true to size.,Highly recommend. Bought these after my old pair died. Comfort. A lightweight feel. Responsive cushioning. Fits true to size,highly recommend bought these after my old pair died comfort a lightweight feel responsive cushioning fits true to size,19,https://runrepeat.com/adidas-don-issue-6,gen_763797,2025-10-23T06:52:05.000+00:00
Adidas D.O.N. Issue #6,gen_466178926,4,positive,Great basketball shoe,Finally pulled the trigger on these and glad I did. Solid impact protection. Good support. Great grip on the court. Lockdown is excellent.,Great basketball shoe. Finally pulled the trigger on these and glad I did. Solid impact protection. Good support. Great grip on the court. Lockdown is excellent,great basketball shoe finally pulled the trigger on these and glad i did solid impact protection good support great grip on the court lockdown is excellent,26,https://runrepeat.com/adidas-don-issue-6,gen_763797,2025-09-07T06:52:05.000+00:00
Adidas D.O.N. Issue #6,gen_85740275,5,positive,solid impact protection,I recommend these to my players. Solid impact protection. Phenomenal grip even on dusty courts. Great underfoot feel. Sizing is spot on. Lockdown is excellent.,solid impact protection. I recommend these to my players. Solid impact protection. Phenomenal grip even on dusty courts. Great underfoot feel. Sizing is spot on. Lockdown is excellent,solid impact protection i recommend these to my players solid impact protection phenomenal grip even on dusty courts great underfoot feel sizing is spot on lockdown is excellent,28,https://runrepeat.com/adidas-don-issue-6,gen_763797,2025-07-11T06:52:05.000+00:00
Adidas D.O.N. Issue #6,gen_8941721,4,positive,Worth it,"Compared to my other pairs, Breathable construction. Phenomenal grip even on dusty courts. Traction is elite. Stays locked through cuts.","Worth it. Compared to my other pairs, Breathable construction. Phenomenal grip even on dusty courts. Traction is elite. Stays locked through cuts",worth it compared to my other pairs breathable construction phenomenal grip even on dusty courts traction is elite stays locked through cuts,22,https://runrepeat.com/adidas-don-issue-6,gen_763797,2025-07-25T06:52:05.000+00:00
Adidas D.O.N. Issue #6,gen_881237426,5,positive,Great basketball shoe,Breathable construction. Solid impact protection. Absorbs landings beautifully. Stays locked through cuts. Highly recommend.,Great basketball shoe. Breathable construction. Solid impact protection. Absorbs landings beautifully. Stays locked through cuts. Highly recommend,great basketball shoe breathable construction solid impact protection absorbs landings beautifully stays locked through cuts highly recommend,17,https://runrepeat.com/adidas-don-issue-6,gen_763797,2024-04-27T06:52:05.000+00:00
Adidas D.O.N. Issue #6,gen_746959587,5,positive,Great basketball shoe,Solid impact protection. Good support. Cushioning is insane. Ordered my normal size and it fits perfectly.,Great basketball shoe. Solid impact protection. Good support. Cushioning is insane. Ordered my normal size and it fits perfectly,great basketball shoe solid impact protection good support cushioning is insane ordered my normal size and it fits perfectly,19,https://runrepeat.com/adidas-don-issue-6,gen_763797,2024-06-12T06:52:05.000+00:00
Adidas D.O.N. Issue #6,gen_691232501,4,positive,Worth it,Breathable construction. Solid impact protection. Responsive cushioning. Fits true to size. No heel slip whatsoever.,Worth it. Breathable construction. Solid impact protection. Responsive cushioning. Fits true to size. No heel slip whatsoever,worth it breathable construction solid impact protection responsive cushioning fits true to size no heel slip whatsoever,17,https://runrepeat.com/adidas-don-issue-6,gen_763797,2025-10-26T06:52:05.000+00:00
Adidas D.O.N. Issue #6,gen_488176580,5,positive,Solid performance shoe,Just finished my third week in these. Comfort. And strong value. Absorbs landings beautifully. No heel slip whatsoever. Would buy again.,Solid performance shoe. Just finished my third week in these. Comfort. And strong value. Absorbs landings beautifully. No heel slip whatsoever. Would buy again,solid performance shoe just finished my third week in these comfort and strong value absorbs landings beautifully no heel slip whatsoever would buy again,24,https://runrepeat.com/adidas-don-issue-6,gen_763797,2024-11-15T06:52:05.000+00:00
Adidas D.O.N. Issue #6,gen_886358497,4,positive,and strong value,Needed a new pair for the season and these delivered. Breathable construction. Phenomenal grip even on dusty courts. Feels almost weightless on foot. Super secure fit. Would buy again.,and strong value. Needed a new pair for the season and these delivered. Breathable construction. Phenomenal grip even on dusty courts. Feels almost weightless on foot. Super secure fit. Would buy again,and strong value needed a new pair for the season and these delivered breathable construction phenomenal grip even on dusty courts feels almost weightless on foot super secure fit would buy again,32,https://runrepeat.com/adidas-don-issue-6,gen_763797,2025-11-23T06:52:05.000+00:00
Adidas D.O.N. Issue #6,gen_893367059,4,positive,Great basketball shoe,Strong containment and lockdown. Solid impact protection. Cushioning is insane.,Great basketball shoe. Strong containment and lockdown. Solid impact protection. Cushioning is insane,great basketball shoe strong containment and lockdown solid impact protection cushioning is insane,13,https://runrepeat.com/adidas-don-issue-6,gen_763797,2025-03-25T06:52:05.000+00:00
Adidas D.O.N. Issue #6,gen_106540374,5,positive,Solid performance shoe,I play D3 ball and Phenomenal grip even on dusty courts. Comfort. Feels almost weightless on foot. No heel slip whatsoever. Best shoe I've played in this year.,Solid performance shoe. I play D3 ball and Phenomenal grip even on dusty courts. Comfort. Feels almost weightless on foot. No heel slip whatsoever. Best shoe I've played in this year,solid performance shoe i play d3 ball and phenomenal grip even on dusty courts comfort feels almost weightless on foot no heel slip whatsoever best shoe i've played in this year,31,https://runrepeat.com/adidas-don-issue-6,gen_763797,2025-01-02T06:52:05.000+00:00
Adidas D.O.N. Issue #6,gen_802230797,5,positive,Best on the court,Been wearing these for a few months now. And strong value. Breathable construction. Impact protection is top notch.,Best on the court. Been wearing these for a few months now. And strong value. Breathable construction. Impact protection is top notch,best on the court been wearing these for a few months now and strong value breathable construction impact protection is top notch,22,https://runrepeat.com/adidas-don-issue-6,gen_763797,2025-01-24T06:52:05.000+00:00
Adidas D.O.N. Issue #6,gen_610369958,5,positive,comfort,Tried these on a whim and they're now my go-to. And strong value. Good support. Super lightweight. Ordered my normal size and it fits perfectly. Stays locked through cuts. Would buy again.,comfort. Tried these on a whim and they're now my go-to. And strong value. Good support. Super lightweight. Ordered my normal size and it fits perfectly. Stays locked through cuts. Would buy again,comfort tried these on a whim and they're now my go to and strong value good support super lightweight ordered my normal size and it fits perfectly stays locked through cuts would buy again,34,https://runrepeat.com/adidas-don-issue-6,gen_763797,2025-07-15T06:52:05.000+00:00
Adidas D.O.N. Issue #6,gen_256963989,5,positive,Great basketball shoe,My kid loves these shoes. Breathable construction. A lightweight feel. Traction is elite. Fits true to size. Foot doesn't move at all.,Great basketball shoe. My kid loves these shoes. Breathable construction. A lightweight feel. Traction is elite. Fits true to size. Foot doesn't move at all,great basketball shoe my kid loves these shoes breathable construction a lightweight feel traction is elite fits true to size foot doesn't move at all,25,https://runrepeat.com/adidas-don-issue-6,gen_763797,2026-02-16T06:52:05.000+00:00
Adidas D.O.N. Issue #6,gen_669077624,4,positive,Solid performance shoe,Just finished my third week in these. Comfort. Solid impact protection. Doesn't slow you down. Best shoe I've played in this year.,Solid performance shoe. Just finished my third week in these. Comfort. Solid impact protection. Doesn't slow you down. Best shoe I've played in this year,solid performance shoe just finished my third week in these comfort solid impact protection doesn't slow you down best shoe i've played in this year,25,https://runrepeat.com/adidas-don-issue-6,gen_763797,2025-03-29T06:52:05.000+00:00
Adidas D.O.N. Issue #6,gen_6593441,5,positive,Great basketball shoe,My kid loves these shoes. Comfort. A lightweight feel. Responsive cushioning.,Great basketball shoe. My kid loves these shoes. Comfort. A lightweight feel. Responsive cushioning,great basketball shoe my kid loves these shoes comfort a lightweight feel responsive cushioning,14,https://runrepeat.com/adidas-don-issue-6,gen_763797,2024-12-09T06:52:05.000+00:00
Adidas Harden Vol. 9,gen_5284290,5,positive,Love these shoes,As a coach I've seen a lot of shoes and Strong heel impact protection. Excellent lock-in. Feels like running on clouds. Ordered my normal size and it fits perfectly. Super secure fit. Highly recommend.,Love these shoes. As a coach I've seen a lot of shoes and Strong heel impact protection. Excellent lock-in. Feels like running on clouds. Ordered my normal size and it fits perfectly. Super secure fit. Highly recommend,love these shoes as a coach i've seen a lot of shoes and strong heel impact protection excellent lock in feels like running on clouds ordered my normal size and it fits perfectly super secure fit highly recommend,38,https://runrepeat.com/adidas-harden-vol-9,gen_805787,2024-06-24T06:52:05.000+00:00
Adidas Harden Vol. 9,gen_935839938,5,positive,Excellent lock-in,These shoes are solid. Decent breathability. A dynamic and bouncy feel. Locks in on hardwood. Ordered my normal size and it fits perfectly. Foot doesn't move at all. One of my favorite basketball shoes.,Excellent lock-in. These shoes are solid. Decent breathability. A dynamic and bouncy feel. Locks in on hardwood. Ordered my normal size and it fits perfectly. Foot doesn't move at all. One of my favorite basketball shoes,excellent lock in these shoes are solid decent breathability a dynamic and bouncy feel locks in on hardwood ordered my normal size and it fits perfectly foot doesn't move at all one of my favorite basketball shoes,37,https://runrepeat.com/adidas-harden-vol-9,gen_805787,2025-04-10T06:52:05.000+00:00
Adidas Harden Vol. 9,gen_715523644,5,positive,Best on the court,And overall comfort. A dynamic and bouncy feel. Never slipped once. Fits true to size. Game changer for me.,Best on the court. And overall comfort. A dynamic and bouncy feel. Never slipped once. Fits true to size. Game changer for me,best on the court and overall comfort a dynamic and bouncy feel never slipped once fits true to size game changer for me,23,https://runrepeat.com/adidas-harden-vol-9,gen_805787,2025-03-12T06:52:05.000+00:00
Adidas Harden Vol. 9,gen_835208669,5,positive,Highly recommend,A dynamic and bouncy feel. Excellent lock-in. Responsive cushioning.,Highly recommend. A dynamic and bouncy feel. Excellent lock-in. Responsive cushioning,highly recommend a dynamic and bouncy feel excellent lock in responsive cushioning,12,https://runrepeat.com/adidas-harden-vol-9,gen_805787,2025-12-20T06:52:05.000+00:00
Adidas Harden Vol. 9,gen_100085428,4,positive,Best on the court,"For rec league ball, Reliable traction. Strong heel impact protection. Traction is elite. No heel slip whatsoever.","Best on the court. For rec league ball, Reliable traction. Strong heel impact protection. Traction is elite. No heel slip whatsoever",best on the court for rec league ball reliable traction strong heel impact protection traction is elite no heel slip whatsoever,21,https://runrepeat.com/adidas-harden-vol-9,gen_805787,2026-01-04T06:52:05.000+00:00
Adidas Harden Vol. 9,gen_426127096,4,positive,Love these shoes,Bought these after my old pair died. Reliable traction. Strong heel impact protection. Absorbs landings beautifully. Game changer for me.,Love these shoes. Bought these after my old pair died. Reliable traction. Strong heel impact protection. Absorbs landings beautifully. Game changer for me,love these shoes bought these after my old pair died reliable traction strong heel impact protection absorbs landings beautifully game changer for me,23,https://runrepeat.com/adidas-harden-vol-9,gen_805787,2024-08-24T06:52:05.000+00:00
Adidas Harden Vol. 9,gen_160243797,5,positive,Love these shoes,Tried these on a whim and they're now my go-to. A dynamic and bouncy feel. Good durability. Absorbs landings beautifully. Lockdown is excellent. One of my favorite basketball shoes.,Love these shoes. Tried these on a whim and they're now my go-to. A dynamic and bouncy feel. Good durability. Absorbs landings beautifully. Lockdown is excellent. One of my favorite basketball shoes,love these shoes tried these on a whim and they're now my go to a dynamic and bouncy feel good durability absorbs landings beautifully lockdown is excellent one of my favorite basketball shoes,33,https://runrepeat.com/adidas-harden-vol-9,gen_805787,2025-10-18T06:52:05.000+00:00
Adidas Harden Vol. 9,gen_855984458,5,positive,Highly recommend,Needed a new pair for the season and these delivered. Reliable traction. Strong heel impact protection. Impact protection is top notch. Fits true to size. No heel slip whatsoever. Would buy again.,Highly recommend. Needed a new pair for the season and these delivered. Reliable traction. Strong heel impact protection. Impact protection is top notch. Fits true to size. No heel slip whatsoever. Would buy again,highly recommend needed a new pair for the season and these delivered reliable traction strong heel impact protection impact protection is top notch fits true to size no heel slip whatsoever would buy again,34,https://runrepeat.com/adidas-harden-vol-9,gen_805787,2024-05-15T06:52:05.000+00:00
Adidas Harden Vol. 9,gen_589934614,5,positive,Worth it,Bought these for the season and have no regrets. A dynamic and bouncy feel. Good durability. Responsive cushioning. Ordered my normal size and it fits perfectly. Best shoe I've played in this year.,Worth it. Bought these for the season and have no regrets. A dynamic and bouncy feel. Good durability. Responsive cushioning. Ordered my normal size and it fits perfectly. Best shoe I've played in this year,worth it bought these for the season and have no regrets a dynamic and bouncy feel good durability responsive cushioning ordered my normal size and it fits perfectly best shoe i've played in this year,35,https://runrepeat.com/adidas-harden-vol-9,gen_805787,2025-05-05T06:52:05.000+00:00
Adidas Harden Vol. 9,gen_757343695,5,positive,Worth it,"Compared to my other pairs, Good durability. Strong heel impact protection. Never slipped once. Fits true to size. Best shoe I've played in this year.","Worth it. Compared to my other pairs, Good durability. Strong heel impact protection. Never slipped once. Fits true to size. Best shoe I've played in this year",worth it compared to my other pairs good durability strong heel impact protection never slipped once fits true to size best shoe i've played in this year,27,https://runrepeat.com/adidas-harden-vol-9,gen_805787,2024-05-16T06:52:05.000+00:00
Adidas Harden Vol. 9,gen_367434959,5,positive,Highly recommend,Needed a new pair for the season and these delivered. And overall comfort. Decent breathability. Absorbs landings beautifully. Fits true to size. One of my favorite basketball shoes.,Highly recommend. Needed a new pair for the season and these delivered. And overall comfort. Decent breathability. Absorbs landings beautifully. Fits true to size. One of my favorite basketball shoes,highly recommend needed a new pair for the season and these delivered and overall comfort decent breathability absorbs landings beautifully fits true to size one of my favorite basketball shoes,30,https://runrepeat.com/adidas-harden-vol-9,gen_805787,2025-10-21T06:52:05.000+00:00
Adidas Harden Vol. 9,gen_997794825,5,positive,Great basketball shoe,I own about 30 pairs of basketball shoes and Excellent lock-in. Decent breathability. Never slipped once. No heel slip whatsoever. Highly recommend.,Great basketball shoe. I own about 30 pairs of basketball shoes and Excellent lock-in. Decent breathability. Never slipped once. No heel slip whatsoever. Highly recommend,great basketball shoe i own about 30 pairs of basketball shoes and excellent lock in decent breathability never slipped once no heel slip whatsoever highly recommend,26,https://runrepeat.com/adidas-harden-vol-9,gen_805787,2024-09-12T06:52:05.000+00:00
Adidas Harden Vol. 9,gen_71144866,4,positive,Solid performance shoe,These shoes are solid. Strong heel impact protection. Good durability. Traction is elite. Highly recommend.,Solid performance shoe. These shoes are solid. Strong heel impact protection. Good durability. Traction is elite. Highly recommend,solid performance shoe these shoes are solid strong heel impact protection good durability traction is elite highly recommend,18,https://runrepeat.com/adidas-harden-vol-9,gen_805787,2025-11-18T06:52:05.000+00:00
Adidas Harden Vol. 9,gen_521568268,5,positive,a dynamic and bouncy feel,Just finished my third week in these. Excellent lock-in. Decent breathability. Runs a little heavy. Ordered my normal size and it fits perfectly. Best shoe I've played in this year.,a dynamic and bouncy feel. Just finished my third week in these. Excellent lock-in. Decent breathability. Runs a little heavy. Ordered my normal size and it fits perfectly. Best shoe I've played in this year,a dynamic and bouncy feel just finished my third week in these excellent lock in decent breathability runs a little heavy ordered my normal size and it fits perfectly best shoe i've played in this year,36,https://runrepeat.com/adidas-harden-vol-9,gen_805787,2025-03-29T06:52:05.000+00:00
Adidas Harden Vol. 9,gen_282947218,4,positive,Solid performance shoe,Strong heel impact protection. Decent breathability. Absorbs landings beautifully. Ordered my normal size and it fits perfectly. Foot doesn't move at all.,Solid performance shoe. Strong heel impact protection. Decent breathability. Absorbs landings beautifully. Ordered my normal size and it fits perfectly. Foot doesn't move at all,solid performance shoe strong heel impact protection decent breathability absorbs landings beautifully ordered my normal size and it fits perfectly foot doesn't move at all,25,https://runrepeat.com/adidas-harden-vol-9,gen_805787,2025-07-26T06:52:05.000+00:00
Adidas Harden Vol. 9,gen_419202355,4,positive,Great basketball shoe,I play D3 ball and Excellent lock-in. A dynamic and bouncy feel. The grip is phenomenal. Ordered my normal size and it fits perfectly. Would buy again.,Great basketball shoe. I play D3 ball and Excellent lock-in. A dynamic and bouncy feel. The grip is phenomenal. Ordered my normal size and it fits perfectly. Would buy again,great basketball shoe i play d3 ball and excellent lock in a dynamic and bouncy feel the grip is phenomenal ordered my normal size and it fits perfectly would buy again,31,https://runrepeat.com/adidas-harden-vol-9,gen_805787,2025-07-01T06:52:05.000+00:00
Adidas Harden Vol. 9,gen_879762315,4,positive,Love these shoes,I recommend these to my players. Strong heel impact protection. Reliable traction. Absorbs landings beautifully. Best shoe I've played in this year.,Love these shoes. I recommend these to my players. Strong heel impact protection. Reliable traction. Absorbs landings beautifully. Best shoe I've played in this year,love these shoes i recommend these to my players strong heel impact protection reliable traction absorbs landings beautifully best shoe i've played in this year,25,https://runrepeat.com/adidas-harden-vol-9,gen_805787,2025-09-04T06:52:05.000+00:00
Adidas Harden Vol. 9,gen_472521034,5,positive,Highly recommend,Been wearing these for a few months now. And overall comfort. Strong heel impact protection. Absorbs landings beautifully. Highly recommend.,Highly recommend. Been wearing these for a few months now. And overall comfort. Strong heel impact protection. Absorbs landings beautifully. Highly recommend,highly recommend been wearing these for a few months now and overall comfort strong heel impact protection absorbs landings beautifully highly recommend,22,https://runrepeat.com/adidas-harden-vol-9,gen_805787,2024-12-29T06:52:05.000+00:00
